CO_CNES;NO_FANTASIA;NO_BAIRRO;TP_UNIDADE;CO_MUNICIPIO_GESTOR;NU_LATITUDE;NU_LONGITUDE
7527292;ACADEMIA DA SAUDE DE DAMIAO;CENTRO;84;2505352;-6.6325429;-35.9062761
7528299;LABORATORIO DE ANALISES CLINICAS;CENTRO;80;2507606;-7.17303;-35.59067
7525583;DEVISAM;CENTRO;50;2509156;-6.841747522742781;-38.34666252136231
7508786;NASF II OLHO DAGUA;CENTRO;71;2510402;-7.2276029;-37.7486743
7509731;LABORATORIO DE ANALISES CLINICAS DR MAXIM DINIZ;CENTRO;39;2510402;-7.2276029;-37.7486743
7530498;SERVICO DE ATENDIMENTO MOVEL DE URGENCIA DE REMIGIO SAMU 192;CENTRO;42;2512705;-6.96466071555589;-35.79366087913513
7513208;CENTRO DE ATENCAO PSICOSSOCIAL CAPS I UIRAUNA;CENTRO;70;2516904;-6.518743410784023;-38.4057354927063
7732872;CENTRO ODONTOMEDICO;BELO HORIZONTE;22;2510808;-7.0654;-37.281323
7536534;SECTOR PB CIRURGIA TORAXICA LTDA ME;BELA VISTA;36;2504009;-7.219735;-35.900292
7542224;CONSULTORIO ODONTOLOGICO;CENTRO;22;2504009;-7.220365;-35.888419
7543891;LOURY ALEXANDRA CUNHA;PRATA;36;2504009;-7.222946;-35.89782
7546238;UBS TECNICA DE ENFERMAGEM IZAURA FLORENTINA DA COSTA;CENTRO;2;2516151;-6.685826;-36.212722
7543212;LABORATORIO DE ANALISE CLINICA DE VISTA SERRANA;CENTRO;39;2505501;-6.73790167287191;-37.56748616695404
7546572;LABWIL LABORATORIO DE ANALISES CLNICAS;CENTRO;39;2508901;-6.8365144;-35.12801790000003
7537530;LABVAS LABORATORIO DE ANALISES CLINICAS VICENTE ALVES SILVA;CENTRO;39;2513927;-6.8917474;-37.7308682
3460754;CONSULTORIO DE FONOAUDIOLOGIA DELMA LUCIA DE OLIVEIRA LUNA;TORRE;22;2507507;-7.1153504507219765;-34.86288070678711
5023238;CONSULTORIO MEDICO DR TULIO AUGUSTO DE MEDEIROS TORMES;TORRE;22;2507507;-7.114860724754137;-34.86285924911499
6257356;MARIA OLIVEIRA ABRANTES DE CARVALHO;TAMBAUZINHO;22;2507507;-7.1122196;-34.8282775
0199095;MULTIMAGEM RADIOLOGIA FACIAL;CENTRO;36;2506301;-6.851689;-35.48937
3255948;CONSULTORIO ODONTOLOGICO LARISSA DANTAS BRIGEL CRUZ;CENTRO;22;2507507;-7.136535921219652;-34.85333204269409
3297187;CONSULTORIO ODONTOLOGICO ELMA DA COSTA GADELHA;CENTRO;22;2507507;-7.126222764884266;-34.875618517398834
3531732;CONSULTORIO ODONTOLOGICO MOEMA PEREIRA N CAVALCANTI;TORRE;22;2507507;-7.1306607;-34.8649429
0248126;CENTRO DE ATENDIMENTO COVID 19;CENTRO;36;2513984;-6.619;-38.094
0391891;MD POSTO DE COLETA TOXICOLOGICO;MANGABEIRA;39;2507507;-7.1658303;-34.8276926
0191418;CENTRO DE ATENDIMENTO ENFRENTAMENTO A COVID 19 DE GUARABIRA;CENTRO;36;2506301;-6.84813894138561;-35.488972663879395
0253359;LIV KIDS;JARDIM OCEANIA;36;2507507;-7.097549641027241;-34.84171271324158
0246514;CORPUS SALUS;TORRE;36;2507507;-7.12846905665212;-34.86671894788742
4090527;AD SERVICOS;TORRE;22;2507507;-7.1249767;-34.8286729
4080157;UNIDADE ANCORA DO BONFIM;ZONA RURAL;1;2513000;-7.100594565238584;-36.84481859207153
4062639;CONSULTORIO ODONTOLOGICO DRA LYSSANDRA BRAGA;TAMBAU;22;2507507;-7.115137526452342;-34.86290216445923
4013174;MEDEIROS SAUDE;MANAIRA;36;2507507;-7.0953854;-34.8469509
4023390;LUCIANA BARROS ODONTOLOGIA INTEGRADA;CATOLE;22;2504009;-7.2337651;-35.8730966
4026330;M F CONSULTORIO ODONTOLOGICO;ERNESTO GEISEL;36;2507507;-7.182397521325148;-34.86931501737073
3867641;SLIM LAB;ESTADOS;39;2507507;-7.118090738764083;-34.85368358465489
4065670;FERNANDES NOBRE ODONTOLOGIA;EXPEDICIONARIOS;36;2507507;-7.1213687;-34.8550689
9387927;UBS SEVERINO DE SOUZA COSTA;PRESIDENTE MEDICE;2;2504009;-7.248922;-35.911843
9387935;UBS QUARENTA;QUARENTA;2;2504009;-7.233313;-35.902385
6769497;CONSULTORIO ODONTOLOGICO DRA PRICILA PEREIRA;CENTRO;22;2507507;-7.1273126;-34.876283
6772986;CONSULTORIO DE ENDOCRINOLOGIA MARIVANIA DA COSTA SANTOS;CENTRO;22;2507507;-7.1212058294201865;-34.86554145812988
6757227;CENTRO DE ESPECIALIDADES MEDICA MANOEL NASCIMENTO BARROSO;CENTRO;36;2513307;-6.719868;-38.639291
6758665;CONSULTORIO ODONTOLOGICO CRISTIANE REGIS NAVARRO;MANAIRA;22;2507507;-7.108606026510496;-34.83294725418091
6750893;POLICLINICA JOSE MARIA LEITE;CENTRO;4;2503555;-7.2192384;-37.1520818
6754325;UPA UNIDADE DE PRONTO ATENDIMENTO;TIBIRI I;73;2513703;-7.136159;-34.967827
6772404;UNIDADE DE SAUDE DA FAMILIA I CENTRO;CENTRO;2;2516805;-6.580468599737073;-38.59377980232239
9471758;DE ANCORA ANGELIM;ZONA RURAL;1;2501906;-6.423983;-35.303352
9507124;POLICLINICA MUNICIPAL DE SAUDE;CENTRO;4;2500403;-7.060753442038751;-35.76118469238281
9504842;CENTRO DE NUTRICAO E SAUDE AAD;CENTRO;22;2504009;-7.2237799;-35.8840185
9282483;AMPAR HOME CARE;CENTRO;36;2507507;-7.1230151;-34.8743791
9266178;MEDCLIN;CENTRO;39;2501534;-6.64260972716666;-36.25079780817032
9287868;ACADEMIA DA SAUDE;CENTRO;74;2513927;-6.889598523929889;-37.728544771671295
9276750;CONSULTORIO DE FONOAUDIOLOGIA LILIANE MARIE DE LIMA;MIRAMAR;22;2507507;-7.1100658;-34.8238736
9282475;INSPIRAR;CENTRO;77;2507507;-7.1227098;-34.8768948
9279628;FARMACIA BASICA DO MUNICIPIO DE MAMANGUAPE;CENTRO;43;2508901;-6.8358934;-35.128825199999994
9286993;ESPACOS FISIO;MANDACARU;36;2507507;-7.1070619;-34.8624469
9276823;CAPS I DE REMIGIO;CENTRO;70;2512705;-6.968324187511307;-35.792834758758545
9293965;ACADEMIA DE SAUDE DE CUITE;BASILIO FONSECA;74;2505105;-6.481756347440703;-36.15055292844772
3306399;INVESTCLIN;CENTRO;36;2506905;-7.3320037;-35.3313674
3498581;MFREIRE SAUDE;TORRE;36;2507507;-7.123516021907215;-34.85279560089111
4039602;ESTIMULOS CLINICA ESPEC DESENVOLVIMENTO INFANTIL;TAMBIA;36;2507507;-7.1188078;-34.8767708
3951553;BIOLAB;CENTRO;39;2502508;-7.482835698978398;-36.133410930633545
4046757;VITORIALAB;JOSE PINHEIRO;39;2504009;-7.2330761;-35.8614447
4068815;AMBULANCIA BASICA TIPO A;CENTRO;40;2512762;-7.141283887211019;-35.284438133239746
0051853;ANALISES CLINICAS DR MAURILIO DE ALMEIDA MIRAMAR;MIRAMAR;39;2507507;-7.114717000729622;-34.86303627490997
0060828;CONSULTORIO ODONTOLOGICO DRA GABRIELA VASCONCELOS;JARDIM OCEANIA;22;2507507;-7.0750156;-34.8316
0046221;EQUIPE DE APOIO EMAP;SAO SEBASTIAO;2;2510808;-7.024;-37.27
0029742;ANDRESSA PALLOMA TAVARES DE SOUSA ME;CENTRO;39;2509008;-7.706246;-38.155823
9865918;CLINICA SANTA MARIA;BRASILIA;36;2510808;-7.02548885;-37.2756854440054
9880755;CLINICA DE FISIOTERAPIA F5 REABILITAR;ERNESTO GEISEL;36;2507507;-7.170835140002463;-34.863975048065186
2897288;TOTUS TUUS CLINICA MEDICA E ODONTOLOGICA;BRISAMAR;36;2507507;-7.1181058;-34.8408068
2605597;UNIDADE BASICA DE SAUDE JUDITE A DE OLIVEIRA;DISTRITO DE SANTA LU;1;2511400;-6.434537204595601;-36.29113554954529
3393771;FONOCLIN;ESTADOS;22;2507507;-7.119513100348611;-34.8553866147995
9363602;CIFEM;SANTA CECILIA;36;2503704;-6.884589693286312;-38.55295658111572
9355766;EQUILIBRIUM CENTRO DE REABILITACAO;LIBERDADE;4;2504009;-7.238856;-35.8908
9315268;JOAO BOSCO GADELHA DE OLIVEIRA FILHO;SORRILANDIA;22;2516201;-6.7731993680270985;-38.23052816198045
9319387;LIPS ODONTOLOGIA AVANCADA;BRISAMAR;36;2507507;-7.114807493639188;-34.83995854854584
9318607;POSTO DE SAUDE SERRA DO MOCO;ZONA RURAL;2;2509701;-7.815425711253982;-37.1832275390625
9121749;CENTRALLAB;CENTRO;39;2516805;-6.578347622703958;-38.59593629837036
9107967;LISBOA SERVICOS MEDICOS LTDA ME;CENTRO;22;2511400;-6.5119982;-36.3497166
9144846;GASTROMED;CENTRO;22;2504306;-6.344249752901623;-37.74772524833679
9144080;CONSULTORIO DENTARIO NOVO SORRISO;JAGUARIBE;22;2507507;-7.1271418;-34.877457
9103783;CUIDAR CLINICA MEDICA;CENTRO;36;2506004;-7.020339198055177;-35.85663914680481
9105433;SOS NEURO SAMARITANO;TORRE;36;2507507;-7.1209166;-34.8634856
9114165;UNIDADE BASICA DE SAUDE DA FAMILIA LORENA M MAROJA GUEDES;CENTRO;2;2507903;-7.37439;-35.24411
9951148;ESF BAIRRO CASUSA;CASUSA;2;2512309;-7.744533;-37.997766
9855270;POLICLINICA TOPVIDA;OITIZEIRO;4;2507507;-7.1576233;-34.8989955
9767096;CONSULTORIO ODONTOLOGICO DRA RAIANE LUNA POMBO;BESSA;22;2507507;-7.0964176;-34.8372268
9761667;AERODONTO;JARDIM AEROPORTO;22;2501807;-7.1331524;-34.9350691
9841326;SERVICO DE ATENDIMENTO MOVEL DE URGENCIA SAMU192;CENTRO;42;2514602;-7.16174605;-37.30886951
9864067;ESF X MARIA DAS DORES MONTEIRO BARACHO MUTIRAO;CIDADE UNIVERSITARIA;2;2501104;-6.968260289989912;-35.71277618408203
9938923;ANALISIS CRISTO;CRISTO REDENTOR;39;2507507;-7.1566012;-34.8735495
9940138;LABORATORIO MUNICIPAL DE ANALISES CLINICAS;CENTRO;80;2502409;-7.313;-38.515
9852921;LABORATORIO DE ANALISES CLINICAS;CENTRO;80;2513109;-7.3555953;-35.4368554
9794034;JOSE LOPES BRASILEIRO;CENTRO;22;2503704;-6.886570863882344;-38.55608940124512
9803866;LABORATORIO DE PROTESE DENTARIA JAIRO CAETANO;BRASILIA;39;2510808;-7.025365215759582;-37.26965099573136
0945919;DOTRES ASSISTENCIA EM SAUDE;ESTADOS;36;2507507;-7.1155543;-34.8559301
0975028;USF XIV ALTIPLANO;ALTIPLANO;2;2512101;-6.759130766635094;-37.78953552246094
2862336;DIAGNO MEDICINA DIAGNOSTICA;ALTO SAO VICENTE;39;2509701;-7.899685304933421;-37.11902618408203
2853477;CONSULTORIO ODONTOLOGICO DRA DANIELLA;MANGABEIRA;22;2507507;-7.1715275;-34.8353172
2828006;MAIS SORRISO;SANTA CRUZ;22;2504009;-7.2465427;-35.912859
0986909;LABOLMED II;CRUZEIRO;39;2504009;-7.2460364;-35.9107172
0859443;ULTRALAB LABORATORIO DE ANALISES CLINICAS;CENTRO;39;2509404;-7.3018458;-35.4786555
0919470;CLINICA DR RIJOAN;TAMBAUZINHO;36;2507507;-7.1210566;-34.8469596
2853086;ANALISIS UNIDADE INTERMARES;INTERMARES;39;2503209;-7.0452464;-34.8420787
0943622;UBS ANCORA SITIO JENIPAPEIRO;ZONA RURAL;1;2516805;-6.5999863;-38.5685072
0943495;NECLEO DE ATENDIMENTO ESPECIALIZADO;CATOLE;36;2504009;-7.2310216;-35.8753934
0960853;UNIDADE MISTA DE SAUDE DE BREJO DOS SANTOS;POPULARES;15;2502904;-6.374372218190283;-37.82970428466797
0942359;ODONTO JA CONSULTORIO ODONTOLOGICO;JARDIM VENEZA;36;2507507;-7.115243988599506;-34.86279487609863
2843641;LACE LABORATORIO;CENTRO;36;2513604;-7.3835609;-37.9895291
2860724;NEURO MODULAR;BRISAMAR;36;2507507;-7.111256;-34.8399954
2875470;CLINICA ODONTOLOGICA SORRIA PATOS;CENTRO;36;2510808;-7.024867;-37.28545
9258043;CLINSTRESS;BRASIILIA;36;2510808;-7.025741;-37.277395
0532762;REDE ORTOESTETICA;CENTRO;22;2512309;-7.736980341214442;-37.99286305904389
0650978;CENTRO DE REABILITACAO DE MATA REDONDA;MATA REDONDA;36;2500601;-7.433155898900809;-34.91201877593994
0637572;SCG SERVICOS DE PROTESES;CENTRO;39;2502052;-6.453609822932763;-38.55055332183838
0612227;CENTRO DE ESPECIALIDADES DE JACARAU;CENTRO;39;2507309;-6.6202718;-35.2856574
0752975;EYDENTAL CENTRO ODONTOLOGICO;CENTRO;36;2510808;-7.0252777;-37.2696503
0729280;RAVA SERVICOS MEDICOS;JARDIM OCEANIA;36;2507507;-7.0951974;-34.8369157
0515914;MASTER CLINIC SAUDE;MANAIRA;36;2507507;-7.114919278973449;-34.86303627490997
0532908;FARMACIA ZE LULA;CENTRO;43;2501609;-6.720059991705505;-36.060776710510254
0516295;CONSULTORIO ODONTOLOGICO SORRIR SEMPRE;CENTRO;22;2512309;-7.737325853976321;-37.9937481880188
0518344;STUDIO DE PILATES E FITNESS;CENTRO;22;2512309;-7.736889976291556;-37.993125915527344
0518034;VIVERFISIO;JARDIM SAO PAULO;36;2507507;-7.150957037885398;-34.847321538431174
0555509;CLINICA ENTRE AFETOS;CENTRO;36;2506301;-6.848265819874789;-35.49404533226824
0517909;EMMA SEGURANCA EM MEDICINA DO TRABALHO;TORRE;36;2507507;-7.172878959878443;-35.59080272912979
0600628;RENAISSANCE CIRURGIA PLASTICA;JARDIM OCEANIA;36;2507507;-7.0974485;-34.8336553
0553492;DROGARIAS ULTRA POPULAR;CENTRO;43;2513703;-7.1237374;-34.978
0535737;POLICLINICA RIO TINTO;CENTRO;4;2512903;-6.8069495;-35.0718396
0604739;ALPARGATAS AMBULATORIO OCUPACIONAL;JARDIM PLANALTO;1;2513703;-7.1252726;-34.9481685
9660658;ACADEMIA DA SAUDE OLIVIA LINHARES DO O;CENTRO;74;2508109;-6.591329139133324;-37.91587829589844
9612025;EQUIPE MULTIDISCIPLINAR DA APS;CENTRO;2;2510659;-7.32094616165658;-36.656012535095215
9666273;SKA ILUMINARE CONSULTORIOS MEDICOS;MIRAMAR;36;2507507;-7.119414623779532;-34.836908876895905
9578439;UBSF MARIA BREJEIRO;CENTRO;2;2506103;-7.213434109733335;-35.47260046005249
9531602;LABORATORIO MUNICIPAL DE ANALISES OLIVIA LINHARES DO O;CENTRO;80;2508109;-6.590902822148311;-37.91465520858765
9485619;CENTRO MUNICIPAL DE FISIOTERAPIA LUZIA BATISTA DE SOUZA;CENTRO;36;2507804;-6.999654;-36.713
9534148;OFTALMOCENTER;CENTRO;22;2506301;-6.850981;-35.490702
9467254;LABORATORIO DE ANALISES CLINICAS DR MAXIM DINIZ;CENTRO;36;2500205;-7.092574979368691;-38.17144721746445
9640975;CLINICA HIPERBARICA JOAO PESSOA;ESTADOS;36;2507507;-7.1145323;-34.8501614
2985810;INSTITUTO VIVER AUTISMO;JARDIM PAULISTANO;36;2504009;-7.2453594;-35.8962125
3036758;INSTITUTO DE ORTOPEDIA E TRAUMATOLOGIA DE SOUSA IOT;CENTRO;36;2516201;-6.759513;-38.229646
3070980;CLINICA TERAPIA COGNITIVA;SAO JOSE;36;2504009;-7.2277644;-35.8960956
2935597;I2 SAUDE;ESTADOS;36;2507507;-7.171090617988629;-34.83930945396423
2931559;CONSULTORIO ODONTOLOGICO DRA ANA LUIZA COSTA;MANAIRA;22;2507507;-7.1086688;-34.8274171
2933918;ASPAN;CRISTO REDENTOR;77;2507507;-7.1631588;-34.8783738
2931613;RENALIFE;TORRE;36;2507507;-7.1313257;-34.8596858
2931427;INSTITUTO VIVA MENTE E CEREBRO;DOS ESTADOS;22;2507507;-7.1166253;-34.8591149
2932091;CENTRO DE ESPECIALIDADES ODONTOLOGICAS;CENTRO;36;2506608;-7.500876472054931;-38.40500593185425
2933829;CENTRAL MUNICIPAL DE REDE DE FRIO DE GUARABIRA;NORDESTE 2;84;2506301;-6.852775326729209;-35.478269827673266
7526806;TOP ODONTO SERVICOS MEDICOS E ODONTOLOGICOS;CENTRO;22;2507507;-6.8355926;-35.1238324
7518072;COOFISIO PB;CENTRO;60;2507507;-7.1202124;-34.8771952
7528221;USF VII CENTRO;CENTRO;2;2511301;-7.19872;-37.92463
2909928;LABORATORIO DE ANELISE CLINICA DE PILOEZINHOS;CENTRO;80;2511707;-6.843672946616032;-35.52873104810715
2886197;ARYA ODONTOLOGIA ESPECIALIZADA;VILA CABRAL;22;2504009;-7.237678;-35.8675111
2921642;DENTALE;MANAIRA;36;2507507;-7.0979864;-34.8363005
2961059;MEDICAL CENTRO DE ESPECIALIDADES;CENTRO;36;2503704;-6.886118177781784;-38.56049358844757
0988340;CLINICA DE PEDIATRIA E ADOLESCENCIA DR EPITACIO VIDAL;MIRAMAR;36;2507507;-7.1179904;-34.83686268368033
7780176;ESF XXVIII ALTO DA RODOVIARIA;GATO PRETO;2;2516201;-6.770985414307197;-38.21694750835856
7905440;POLICLINICA VITORIA;LIBERDADE;4;2504009;-7.216963;-35.893155
7907486;ENDOMAMA;BRASILIA;36;2510808;-7.025418457181792;-37.27393984794617
7816685;UBSI JOSE ROBERTO PEREIRA ALDEIA CUMARU;ZONA RURAL;72;2501401;-6.621499;-34.979534
7911130;MARCOS CESAR AFFONSO CARVALHO;CENTRO;22;2504009;-7.220528;-35.883166
7945752;UNIMED CAJAZEIRAS;CENTRO;60;2503704;-6.887657308761215;-38.55872869491577
7791941;INECARDIO INSTITUTO ESPECIALIZADO EM CARDIOLOGIA;BRASILIA;36;2510808;-7.0216391;-37.2672575
7858523;CENTRO DE UROLOGIA AVANCADA;CENTRO;36;2510808;-7.656025230756654;-37.26947995645
7861036;COORD DE VIG SANITARIA MUNICIPAL DE SAO MIGUEL DE TAIPU;CENTRO;50;2515005;-7.250261157635207;-35.20960047119577
7933320;SANTA MADRA HOSPITAL DE OLHOS;EXPEDICIONARIOS;36;2507507;-7.1224776;-34.8523399
7840195;CLINICA DO CORACAO DR BASILIO;BRASILIA;36;2510808;-7.025234543;-37.2694543
9701184;EMULTI DE VISTA SERRANA;CENTRO;2;2505501;-6.73733697160358;-37.56672978401184
9552650;VIVERCLIN;CENTRO;4;2507705;-7.068504737076874;-36.57698392868042
9526374;JULIO SAUDE;CENTRO;36;2501500;-6.753846881580845;-35.62891053960441
9600078;LABORATORIO DE PROTESE DENTARIA DE SANTANA DOS GARROTES;CENTRO;39;2513604;-7.3872232;-37.9873236
9710345;GEOVA MANOEL DE OLIVEIRA;ZONA RURAL;2;2502003;-6.186187442680792;-37.527644634246826
9719636;LUCENA ODONTOLOGIA;CENTRO;22;2516003;-6.759855256287199;-35.65555930137634
9726721;ESTHETIQUEODONTOLOGIA;ESTADOS;36;2507507;-7.115017756507266;-34.86301213502884
9715789;CLINICA ODONTOLOGICA ROYAL;ESTADOS;36;2507507;-7.114839432308908;-34.86279487609863
9727701;ORTOPED;EXPEDICIONARIOS;36;2507507;-7.1213692;-34.8550193
9936637;CONSULTORIO MEDICO DR ANTONIO LUIZ;CENTRO;22;2512903;-6.808611;-35.0771806
9934898;ACADEMIA DA SAUDE PROFESSORA MARIA DA GLORIA BEZERRA CALDA;MUTIRAO I;74;2515302;-7.094824097370832;-35.23339033126831
9759557;NEEO ESPECIALIDADES ODONTOLOGICAS;CENTRO;22;2516201;-6.758655170263182;-38.228638715484415
9486844;UNIQUE DIAGNOSTICO POR IMAGEM;BANCARIOS;36;2507507;-7.1509196;-34.8398527
9471774;UNIDADE ANCORA SABOEIRO;ZONA RURAL;1;2501906;-6.414516;-35.291879
9404562;LAB MOACIR JUNIOR;CENTRO;39;2500304;-7.0383573;-35.6303559
9451013;LABCLINN;LIGEIRO;39;2512507;-7.292240614001164;-35.89010171513066
9558551;FARMACIA BASICA CENTRAL;CENTRO;43;2510808;-7.025961519340146;-37.27776467800141
2888750;CONSULTORIO DE PISCOLOGIA RAQUEL MERCEDES PINTO MASCARENO;BAIRRO DOS ESTADOS;22;2507507;-7.115435620402183;-34.856507778167725
2855798;CONSULTORIO ODONTOLOGICO DRA JANAINA MARTINS;BAIRROS DOS ESTADOS;22;2507507;-7.1165874;-34.8533339
2907348;WM M SERVICOS MEDICOS;CENTRO;36;2510808;-7.0244534;-37.28545
0985708;UNIDADE BASICA DE SAUDE ATENDIMENTO NOTURNO;SIMAO DE OLIVEIRA;2;2503704;-7.122699249078506;-38.50405430651063
2836920;LABORATORIO MAXIN DINIZ;CENTRO;36;2513604;-7.3894487;-37.987675
0998001;LAB EXAMES LABORATORIAIS;CRISTO REDENTOR;39;2507507;-7.1584722;-34.8741245
2869284;REALIZARCLIN;MIRAMAR;36;2507507;-7.1179904;-34.83686268368033
2872897;CENTRAL DE REDE DE FRIOS E IMUNIZACAO;CENTRO;84;2511202;-7.401451501948624;-35.115673542022705
2874008;EVOLUIR CLINICA;AGUA FRIA;36;2507507;-7.149944007617462;-34.851534962654114
2862611;ACADEMIA DE SAUDE BESSA;GASPARINO RIBEIRO;74;2511202;-7.401408944177305;-35.115694999694824
2870673;FARMACIA PAGUE MENOS;CENTRO;43;2513901;-6.4863542;-37.4542507
9704310;AUDIO;CENTRO;36;2503704;-6.886592166747018;-38.55649709701538
9781773;BEATRIZ BEZERRA SILVA;CENTRO;22;2512101;-6.770583968526177;-37.79848337173462
9787275;TISSIANI APOLORI SERVICOS DE SAUDE;JARDIM OCEANIA;36;2507507;-7.0970928;-34.8417514
9799141;PRONTO ATENDIMENTO DA BAIA DA TRAICAO;CENTRO;36;2501401;-6.693919;-34.934909
0252182;ACADEMIA DE SAUDE DE CARRAPATEIRA POLO I;CACHOEIRAS;74;2504108;-7.043898186186084;-38.34312736988068
3347532;CONSULTORIO ODONTOLOGICO MARIA DE FATIMA GABINO DE SIQUEIRA;TORRE;22;2507507;-7.1202119;-34.8618296
0192317;CENTRAL REGIONAL DE REDE DE FRIO DA 3 GRS;CATOLE;84;2504009;-7.2375;-35.873588
2613239;UNIDADE BASICA DE SAUDE PSF I;CENTRO;2;2511608;-6.858173295884441;-35.60574531555176
2608685;UNIDADE BASICA DE SAUDE DA FAMILIA CARLY ARAUJO;CENTRO;2;2507903;-7.37701;-35.23443
7733305;HOSPITAL DA VISAO;CENTRO;36;2513703;-7.121569376842689;-34.97947036961956
7749481;CONSULTORIO ODONTOLOGICO DRA NAYARA AVILA GARCIA;TAMBIA;22;2507507;-7.1176371;-34.8787752
7726457;POLICLINICA MUNICIPAL DE BARRA DE SANTANA;CENTRO;4;2501575;-7.521586272209021;-35.99470853805542
7717458;CENTRO DE VIGILANCIA EM SAUDE;NOVO;50;2504504;-6.905711101740591;-37.59839057922363
7743912;SAMU 192 BASE SOUSA USB 03;ESTACAO;42;2516201;-6.764668962292285;-38.23174047382391
7739966;UBS VI CLOVIS AGRA DE MELO;ZONA RURAL;2;2509206;-7.200065148423129;-35.78899383544922
0134325;SAMU 192;CENTRO;40;2514305;-7.249;-38.301
0035564;MED MEDICINA E DIAGNOSTICO;NOVO;36;2506301;-6.847790756359385;-35.49341044965908
6131581;LABGENE;BAIRRO DOS ESTADOS;39;2507507;-7.1179688;-34.8561603
9518622;CONSULTORIO ODONTOLOGICO JUNIOR DANTAS;MANAIRA;22;2507507;-7.1030517;-34.8406769
3066819;RENOVA ODONTOLOGIA ESPECIALIZADA;TAMBAU;36;2507507;-7.1152085;-34.8293858
3053032;DRA VANESSA RAMALHO OFTALMOLOGIA E PLASTICA OCULAR;PRATA;22;2504009;-7.2305;-35.9055
3352293;COEPB CLINICA ESPECIALIZADA DA PARAIBA;CENTRO;22;2504009;-7.1564833;-35.8516211
2946319;POSTO CONSULTORIOS CENTRO;CENTRO;39;2507507;-7.123154057033063;-34.87340569496155
2946254;HEMATO JARDIM OCEANIA;JARDIM OCEANIA;39;2507507;-7.0903892;-34.8409583
2943107;MARQUES PL MEDICINA E SAUDE;MANAIRA;36;2507507;-7.0989115;-34.8393477
2940949;REDEPHARMA LOJA 51;PRATA;43;2504009;-7.2200164;-35.89203
2948192;MEDPIGNUS;MATERNIDADE;36;2510808;-7.02434324;-37.2834234
9634851;SMSCG JURIDICO;LIBERDADE;64;2504009;-7.24063;-35.8882
9627340;CENTRAL DE ABASTECIMENTO FARMACEUTICO CAF;CENTRO;43;2510600;-7.624424022732807;-37.1486741784585
9646167;CIEF CENTRO INTEGRADO DE ESPEC FONOAUDIOLOGIA;TAMBAU;36;2507507;-7.1147644;-34.8270021
9659331;FARMACIA BASICA DE OLHO DAGUA;CENTRO;43;2510402;-7.228;-37.751
9645772;INSTITTO MEDICO DRA MAXROSE FERREIRA MOURA FREITAS;CENTRO;36;2504801;-7.014685;-37.946785
9617892;REABILITA;LIBERDADE;22;2504009;-7.2353667;-35.8863848
9672575;UNIDADE DE VIGILANCIA AMBIENTAL DE QUEIMADAS;CENTRO;50;2512507;-7.363381937292655;-35.898674726486206
9431004;CENTRO DE ATENCAO PSICOSSOCIAL;CENTRO;70;2503902;-7.891226109008111;-36.82866096496582
9663037;CENTRO DE ESPECIALIDADES ODONTOLOGICAS ALGODAO DE JANDAIRA;CENTRO;36;2500577;-6.816;-35.922
9598049;CONSULTORIO ODONTOLOGICO DRA MARIA OLIVEIRA CARVALHO;BRISAMAR;22;2507507;-6.9505831;-35.5482019
9954309;POLICLINICA DE SAUDE VIVER BEM DE CUITEGI;CENTRO;4;2505204;-6.893685967469223;-35.52289724349976
9943773;VIDA;CENTRO;36;2507507;-7.114895324975536;-34.862998723983765
9950400;AMOR SAUDE JOAO PESSOA NORTE;CENTRO;22;2507507;-7.1170408;-34.8856733
9988017;CEVACINA;MIARAMAR;85;2507507;-7.1245064;-34.8364817
3233065;CONSULTORIO ODONTOLOGICO;CENTRO;22;2510808;-7.025761864208603;-37.27610170841217
9886621;POLIVIDA CLINICA DE SAUDE POPULAR;CENTRO;36;2501500;-6.75;-35.633
2757273;CLINICA FISIOTERAPIA SANTA TEREZINHA;JARDIM ADALGISA;36;2503704;-6.886187412154547;-38.5530424118042
9900802;ACADEMIA DE SAUDE INACIO RODRIGUES DE ARAUJO;CENTRO;74;2508505;-7.375867512493454;-36.94443717598915
2757281;CLINICA ODONTOLOGICA;CENTRO;22;2503704;-6.887870336877028;-38.5625696182251
7781377;CMEC CENTRO MEDICO CAJAZEIRENSE;CRISTO REI;4;2503704;-6.891087049794155;-38.55149745941162
9197974;FJ LABORATORIO DE PROTESE DENTARIA;ESTACAO;39;2516201;-6.763415512713037;-38.23012092773951
0032964;MOTION FISIOTERAPIA;BRISAMAR;36;2507507;-7.1147186977097485;-34.838718124600675
0620416;VIDA IMAGEM JOAO PESSOA;TORRE;36;2507507;-7.1225527;-34.8552353
0617342;SERVICO DE REMOCAO MUNICIPAL;CENTRO;40;2508901;-6.835505154627112;-35.12811899185181
0608556;FISIO DERME;CENTRO;22;2509107;-7.056473138280916;-35.31722545623779
0810312;UROMED;CENTRO;36;2516904;-6.51997;-38.4131145
0805467;LUPPA LABORATORIOS JARDIM OCEANIA;JARDIM OCEANIA;39;2507507;-7.0737485;-34.8310603
0805475;LUPPA LABORATORIOS BAIRRO DOS ESTADOS;BAIRRO DOS ESTADOS;39;2507507;-7.152677207606051;-34.85406160354614
0772607;VIGILANCIA SANITARIA DE APARECIDA;CENTRO;50;2500775;-6.78511582596343;-38.08440685272217
